date,temperature,humidity,luminosity
2022-11-10 15:33:40.792,23.1,33.8,50
2022-11-10 15:33:39.513,23.2,33.9,50
2022-11-10 15:33:38.510,23.2,33.9,50
2022-11-10 15:33:37.233,23.1,33.8,50
2022-11-10 15:33:36.232,23.1,33.8,50
2022-11-10 15:33:34.954,23.1,33.8,50
2022-11-10 15:33:33.951,23.1,33.8,50
2022-11-10 15:33:32.677,23.2,34.0,50
2022-11-10 15:33:31.673,23.2,34.0,50
2022-11-10 15:33:30.396,23.1,33.9,50
2022-11-10 15:33:29.395,23.1,33.9,50
2022-11-10 15:33:28.117,23.2,34.0,50
2022-11-10 15:33:27.113,23.2,34.0,50
2022-11-10 15:33:25.840,23.2,34.1,50
2022-11-10 15:33:24.836,23.2,34.1,50
2022-11-10 15:33:23.559,23.2,34.1,50
2022-11-10 15:33:22.554,23.2,34.1,50
2022-11-10 15:33:21.281,23.2,34.1,50
2022-11-10 15:33:20.276,23.2,34.1,50
2022-11-10 15:33:18.998,23.1,34.0,50
2022-11-10 15:33:17.999,23.1,34.0,50
2022-11-10 15:33:16.721,23.2,34.0,50
2022-11-10 15:33:15.718,23.2,34.0,50
2022-11-10 15:33:14.443,23.2,34.0,50
2022-11-10 15:33:13.439,23.2,34.0,50
2022-11-10 15:33:12.161,23.1,33.9,50
2022-11-10 15:33:11.163,23.1,33.9,50
2022-11-10 15:33:09.884,23.1,33.8,50
2022-11-10 15:33:08.880,23.1,33.8,50
2022-11-10 15:33:07.602,23.2,33.9,50
2022-11-10 15:33:06.602,23.2,33.9,49
2022-11-10 15:33:05.325,23.1,33.8,50
2022-11-10 15:33:04.321,23.1,33.8,50
2022-11-10 15:33:03.048,23.1,33.8,50
2022-11-10 15:33:02.044,23.1,33.8,50
2022-11-10 15:33:00.766,23.1,33.8,50
2022-11-10 15:32:59.767,23.1,33.8,50
2022-11-10 15:32:58.487,23.1,33.7,50
2022-11-10 15:32:57.485,23.1,33.7,50
2022-11-10 15:32:56.207,23.1,33.7,50
2022-11-10 15:32:55.207,23.1,33.7,50
2022-11-10 15:32:53.929,23.1,33.7,50
2022-11-10 15:32:52.925,23.1,33.7,50
2022-11-10 15:32:51.652,23.1,33.7,50
2022-11-10 15:32:50.648,23.1,33.7,50
2022-11-10 15:32:49.369,23.1,33.6,50
2022-11-10 15:32:48.369,23.1,33.6,50
2022-11-10 15:32:47.091,23.1,33.6,50
